Date,InvoiceLineId,InvoiceId,TrackId,Track,UnitPrice,Quantity,Revenue,GenreId,Genre,CustomerId,Customer,Country,EmployeeId,EmployeeName
"2021-01-11 00:00:00",33,5,198,"When My Left Eye Jumps",0.99,1,0.99,6,Blues,23,"John Gordon",USA,4,"Margaret Park"
"2021-01-11 00:00:00",34,5,207,Meditação,0.99,1,0.99,7,Latin,23,"John Gordon",USA,4,"Margaret Park"
"2021-01-11 00:00:00",35,5,216,"Esse Cara",0.99,1,0.99,7,Latin,23,"John Gordon",USA,4,"Margaret Park"
"2021-01-19 00:00:00",36,6,230,"Bye, Bye Brasil",0.99,1,0.99,7,Latin,37,"Fynn Zimmermann",Germany,3,"Jane Peacock"
"2021-02-01 00:00:00",37,7,231,"Atras Da Porta",0.99,1,0.99,7,Latin,38,"Niklas Schröder",Germany,3,"Jane Peacock"
"2021-02-01 00:00:00",38,7,232,Tatuagem,0.99,1,0.99,7,Latin,38,"Niklas Schröder",Germany,3,"Jane Peacock"
"2021-02-01 00:00:00",39,8,234,"Morena De Angola",0.99,1,0.99,7,Latin,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-02-01 00:00:00",40,8,236,"A Banda",0.99,1,0.99,7,Latin,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-02-02 00:00:00",41,9,238,"Com Açúcar E Com Afeto",0.99,1,0.99,7,Latin,42,"Wyatt Girard",France,3,"Jane Peacock"
"2021-02-02 00:00:00",42,9,240,"Meu Caro Amigo",0.99,1,0.99,7,Latin,42,"Wyatt Girard",France,3,"Jane Peacock"
"2021-02-02 00:00:00",43,9,242,"Trocando Em Miúdos",0.99,1,0.99,7,Latin,42,"Wyatt Girard",France,3,"Jane Peacock"
"2021-02-02 00:00:00",44,9,244,"Gota D'água",0.99,1,0.99,7,Latin,42,"Wyatt Girard",France,3,"Jane Peacock"
"2021-02-03 00:00:00",45,10,248,Etnia,0.99,1,0.99,7,Latin,46,"Hugh O'Reilly",Ireland,3,"Jane Peacock"
"2021-02-03 00:00:00",46,10,252,"Samba Do Lado",0.99,1,0.99,7,Latin,46,"Hugh O'Reilly",Ireland,3,"Jane Peacock"
"2021-02-03 00:00:00",47,10,256,Sobremesa,0.99,1,0.99,7,Latin,46,"Hugh O'Reilly",Ireland,3,"Jane Peacock"
"2021-02-03 00:00:00",48,10,260,"Sangue De Bairro",0.99,1,0.99,7,Latin,46,"Hugh O'Reilly",Ireland,3,"Jane Peacock"
"2021-02-03 00:00:00",49,10,264,"Amor De Muito",0.99,1,0.99,7,Latin,46,"Hugh O'Reilly",Ireland,3,"Jane Peacock"
"2021-02-03 00:00:00",50,10,268,"Maracatu Atômico [Trip Hop]",0.99,1,0.99,7,Latin,46,"Hugh O'Reilly",Ireland,3,"Jane Peacock"
"2021-02-06 00:00:00",51,11,274,"Samba Makossa",0.99,1,0.99,7,Latin,52,"Emma Jones","United Kingdom",3,"Jane Peacock"
"2021-02-06 00:00:00",52,11,280,"Lixo Do Mangue",0.99,1,0.99,7,Latin,52,"Emma Jones","United Kingdom",3,"Jane Peacock"
"2021-02-06 00:00:00",53,11,286,Firmamento,0.99,1,0.99,8,Reggae,52,"Emma Jones","United Kingdom",3,"Jane Peacock"
"2021-02-06 00:00:00",54,11,292,"Já Foi",0.99,1,0.99,8,Reggae,52,"Emma Jones","United Kingdom",3,"Jane Peacock"
"2021-02-06 00:00:00",55,11,298,"A Cor Do Sol",0.99,1,0.99,8,Reggae,52,"Emma Jones","United Kingdom",3,"Jane Peacock"
"2021-02-06 00:00:00",56,11,304,Firmamento,0.99,1,0.99,8,Reggae,52,"Emma Jones","United Kingdom",3,"Jane Peacock"
"2021-02-06 00:00:00",57,11,310,"Sábado A Noite",0.99,1,0.99,8,Reggae,52,"Emma Jones","United Kingdom",3,"Jane Peacock"
"2021-02-06 00:00:00",58,11,316,"Linha Do Equador",0.99,1,0.99,7,Latin,52,"Emma Jones","United Kingdom",3,"Jane Peacock"
"2021-02-06 00:00:00",59,11,322,"Livre Pra Viver",0.99,1,0.99,7,Latin,52,"Emma Jones","United Kingdom",3,"Jane Peacock"
"2021-02-11 00:00:00",60,12,331,Lavadeira,0.99,1,0.99,9,Pop,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",61,12,340,"Dazed and Confused",0.99,1,0.99,1,Rock,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",62,12,349,"You Shook Me(2)",0.99,1,0.99,1,Rock,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",63,12,358,"Man With The Woman Head",0.99,1,0.99,1,Rock,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",64,12,367,"Leandro De Itaquera 2001",0.99,1,0.99,10,Soundtrack,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",65,12,376,"Vôo Sobre o Horizonte",0.99,1,0.99,7,Latin,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",66,12,385,"All Star",0.99,1,0.99,7,Latin,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",67,12,394,"Tanto Tempo",0.99,1,0.99,7,Latin,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",68,12,403,"Bumbo Da Mangueira",0.99,1,0.99,7,Latin,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",69,12,412,"Die Die My Darling",0.99,1,0.99,3,Metal,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",70,12,421,"Radio GA GA",0.99,1,0.99,1,Rock,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",71,12,430,"I'm Going Slightly Mad",0.99,1,0.99,1,Rock,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",72,12,439,"Sure Know Something",0.99,1,0.99,1,Rock,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-11 00:00:00",73,12,448,"God Of Thunder",0.99,1,0.99,1,Rock,2,"Leonie Köhler",Germany,5,"Steve Johnson"
"2021-02-19 00:00:00",74,13,462,Valentino's,0.99,1,0.99,2,Jazz,16,"Frank Harris",USA,4,"Margaret Park"
"2021-03-04 00:00:00",75,14,463,Believe,0.99,1,0.99,2,Jazz,17,"Jack Smith",USA,5,"Steve Johnson"
"2021-03-04 00:00:00",76,14,464,"As We Sleep",0.99,1,0.99,2,Jazz,17,"Jack Smith",USA,5,"Steve Johnson"
"2021-03-04 00:00:00",77,15,466,"J Squared",0.99,1,0.99,2,Jazz,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-03-04 00:00:00",78,15,468,Maria,0.99,1,0.99,4,"Alternative & Punk",19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-03-05 00:00:00",79,16,470,Longview,0.99,1,0.99,4,"Alternative & Punk",21,"Kathy Chase",USA,5,"Steve Johnson"
"2021-03-05 00:00:00",80,16,472,"Basket Case",0.99,1,0.99,4,"Alternative & Punk",21,"Kathy Chase",USA,5,"Steve Johnson"
"2021-03-05 00:00:00",81,16,474,She,0.99,1,0.99,4,"Alternative & Punk",21,"Kathy Chase",USA,5,"Steve Johnson"
"2021-03-05 00:00:00",82,16,476,"Geek Stink Breath",0.99,1,0.99,4,"Alternative & Punk",21,"Kathy Chase",USA,5,"Steve Johnson"
"2021-03-06 00:00:00",83,17,480,"Stuck With Me",0.99,1,0.99,4,"Alternative & Punk",25,"Victor Stevens",USA,5,"Steve Johnson"
"2021-03-06 00:00:00",84,17,484,"Nice Guys Finish Last",0.99,1,0.99,4,"Alternative & Punk",25,"Victor Stevens",USA,5,"Steve Johnson"
"2021-03-06 00:00:00",85,17,488,"Macy's Day Parade",0.99,1,0.99,4,"Alternative & Punk",25,"Victor Stevens",USA,5,"Steve Johnson"
"2021-03-06 00:00:00",86,17,492,"Don't You Cry",0.99,1,0.99,1,Rock,25,"Victor Stevens",USA,5,"Steve Johnson"
"2021-03-06 00:00:00",87,17,496,"Living On Love",0.99,1,0.99,1,Rock,25,"Victor Stevens",USA,5,"Steve Johnson"
"2021-03-06 00:00:00",88,17,500,"Wherever You May Go",0.99,1,0.99,1,Rock,25,"Victor Stevens",USA,5,"Steve Johnson"
"2021-03-09 00:00:00",89,18,506,"Diga Lá, Coração",0.99,1,0.99,7,Latin,31,"Martha Silk",Canada,5,"Steve Johnson"
"2021-03-09 00:00:00",90,18,512,"Comportamento Geral",0.99,1,0.99,7,Latin,31,"Martha Silk",Canada,5,"Steve Johnson"
"2021-03-09 00:00:00",91,18,518,"Podres Poderes",0.99,1,0.99,7,Latin,31,"Martha Silk",Canada,5,"Steve Johnson"
"2021-03-09 00:00:00",92,18,524,Queixa,0.99,1,0.99,7,Latin,31,"Martha Silk",Canada,5,"Steve Johnson"
"2021-03-09 00:00:00",93,18,530,"Ando Meio Desligado",0.99,1,0.99,4,"Alternative & Punk",31,"Martha Silk",Canada,5,"Steve Johnson"
"2021-03-09 00:00:00",94,18,536,"Vida De Cachorro",0.99,1,0.99,4,"Alternative & Punk",31,"Martha Silk",Canada,5,"Steve Johnson"
"2021-03-09 00:00:00",95,18,542,"Meu Refrigerador Não Funciona",0.99,1,0.99,4,"Alternative & Punk",31,"Martha Silk",Canada,5,"Steve Johnson"
"2021-03-09 00:00:00",96,18,548,"Smoke On The Water",0.99,1,0.99,1,Rock,31,"Martha Silk",Canada,5,"Steve Johnson"
"2021-03-09 00:00:00",97,18,554,"Trampled Under Foot",0.99,1,0.99,1,Rock,31,"Martha Silk",Canada,5,"Steve Johnson"
"2021-03-14 00:00:00",98,19,563,"União Da Ilha",0.99,1,0.99,7,Latin,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",99,19,572,"Put Your Lights On",0.99,1,0.99,1,Rock,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",100,19,581,Primavera,0.99,1,0.99,1,Rock,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",101,19,590,"Seis Da Tarde",0.99,1,0.99,7,Latin,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",102,19,599,Compulsion,0.99,1,0.99,2,Jazz,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",103,19,608,"The Pan Piper",0.99,1,0.99,2,Jazz,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",104,19,617,"Jean Pierre (Live)",0.99,1,0.99,2,Jazz,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",105,19,626,"Drum Boogie",0.99,1,0.99,2,Jazz,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",106,19,635,"Lemon Drop",0.99,1,0.99,2,Jazz,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",107,19,644,Showcase,0.99,1,0.99,2,Jazz,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",108,19,653,"Como É Duro Trabalhar",0.99,1,0.99,11,"Bossa Nova",40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",109,19,662,"Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)",0.99,1,0.99,7,Latin,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",110,19,671,"As Rosas Não Falam (Beth Carvalho)",0.99,1,0.99,7,Latin,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-14 00:00:00",111,19,680,"Green River",0.99,1,0.99,1,Rock,40,"Dominique Lefebvre",France,4,"Margaret Park"
"2021-03-22 00:00:00",112,20,694,"Someday Never Comes",0.99,1,0.99,1,Rock,54,"Steve Murray","United Kingdom",5,"Steve Johnson"
"2021-04-04 00:00:00",113,21,695,"Walking On The Water",0.99,1,0.99,1,Rock,55,"Mark Taylor",Australia,4,"Margaret Park"
"2021-04-04 00:00:00",114,21,696,"Suzie-Q, Pt. 2",0.99,1,0.99,1,Rock,55,"Mark Taylor",Australia,4,"Margaret Park"
"2021-04-04 00:00:00",115,22,698,"Good Golly Miss Molly",0.99,1,0.99,1,Rock,57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-04-04 00:00:00",116,22,700,"Wrote A Song For Everyone",0.99,1,0.99,1,Rock,57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-04-05 00:00:00",117,23,702,"Cotton Fields",0.99,1,0.99,1,Rock,59,"Puja Srivastava",India,3,"Jane Peacock"
"2021-04-05 00:00:00",118,23,704,"Don't Look Now",0.99,1,0.99,1,Rock,59,"Puja Srivastava",India,3,"Jane Peacock"
"2021-04-05 00:00:00",119,23,706,"Before You Accuse Me",0.99,1,0.99,1,Rock,59,"Puja Srivastava",India,3,"Jane Peacock"
"2021-04-05 00:00:00",120,23,708,"Pagan Baby",0.99,1,0.99,1,Rock,59,"Puja Srivastava",India,3,"Jane Peacock"
"2021-04-06 00:00:00",121,24,712,"Born To Move",0.99,1,0.99,1,Rock,4,"Bjørn Hansen",Norway,4,"Margaret Park"
"2021-04-06 00:00:00",122,24,716,Brasil,0.99,1,0.99,7,Latin,4,"Bjørn Hansen",Norway,4,"Margaret Park"
"2021-04-06 00:00:00",123,24,720,"Coroné Antonio Bento",0.99,1,0.99,7,Latin,4,"Bjørn Hansen",Norway,4,"Margaret Park"
"2021-04-06 00:00:00",124,24,724,"Música Urbana 2",0.99,1,0.99,7,Latin,4,"Bjørn Hansen",Norway,4,"Margaret Park"
"2021-04-06 00:00:00",125,24,728,"Woman Of The World (Ao Vivo)",0.99,1,0.99,7,Latin,4,"Bjørn Hansen",Norway,4,"Margaret Park"
"2021-04-06 00:00:00",126,24,732,"Smells Like Teen Spirit (Ao Vivo)",0.99,1,0.99,7,Latin,4,"Bjørn Hansen",Norway,4,"Margaret Park"
"2021-04-09 00:00:00",127,25,738,"Admirável Gado Novo",0.99,1,0.99,7,Latin,10,"Eduardo Martins",Brazil,4,"Margaret Park"
"2021-04-09 00:00:00",128,25,744,"Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)",0.99,1,0.99,7,Latin,10,"Eduardo Martins",Brazil,4,"Margaret Park"
"2021-04-09 00:00:00",129,25,750,Drifter,0.99,1,0.99,1,Rock,10,"Eduardo Martins",Brazil,4,"Margaret Park"
"2021-04-09 00:00:00",130,25,756,"Child In Time",0.99,1,0.99,1,Rock,10,"Eduardo Martins",Brazil,4,"Margaret Park"
"2021-04-09 00:00:00",131,25,762,"No No No",0.99,1,0.99,1,Rock,10,"Eduardo Martins",Brazil,4,"Margaret Park"
"2021-04-09 00:00:00",132,25,768,"Knocking At Your Back Door",0.99,1,0.99,1,Rock,10,"Eduardo Martins",Brazil,4,"Margaret Park"
"2021-04-09 00:00:00",133,25,774,"The Unwritten Law",0.99,1,0.99,1,Rock,10,"Eduardo Martins",Brazil,4,"Margaret Park"
"2021-04-09 00:00:00",134,25,780,"Maybe I'm A Leo",0.99,1,0.99,1,Rock,10,"Eduardo Martins",Brazil,4,"Margaret Park"
"2021-04-09 00:00:00",135,25,786,"Vavoom : Ted The Mechanic",0.99,1,0.99,1,Rock,10,"Eduardo Martins",Brazil,4,"Margaret Park"
"2021-04-14 00:00:00",136,26,795,"Hey Cisco",0.99,1,0.99,1,Rock,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",137,26,804,Fortuneteller,0.99,1,0.99,1,Rock,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",138,26,813,"High Ball Shooter",0.99,1,0.99,1,Rock,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",139,26,822,"A Twist In The Tail",0.99,1,0.99,1,Rock,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",140,26,831,Animal,0.99,1,0.99,1,Rock,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",141,26,840,Hysteria,0.99,1,0.99,1,Rock,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",142,26,849,"Baltimore, DC",0.99,1,0.99,2,Jazz,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",143,26,858,Esquinas,0.99,1,0.99,7,Latin,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",144,26,867,Açai,0.99,1,0.99,7,Latin,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",145,26,876,"Um Amor Puro",0.99,1,0.99,7,Latin,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",146,26,885,Fascinação,0.99,1,0.99,7,Latin,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",147,26,894,"Sunshine Of Your Love",0.99,1,0.99,6,Blues,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",148,26,903,"Lay Down Sally",0.99,1,0.99,6,Blues,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-14 00:00:00",149,26,912,"Tears In Heaven",0.99,1,0.99,6,Blues,19,"Tim Goyer",USA,3,"Jane Peacock"
"2021-04-22 00:00:00",150,27,926,"Naked In Front Of The Computer",0.99,1,0.99,4,"Alternative & Punk",33,"Ellie Sullivan",Canada,3,"Jane Peacock"
"2021-05-05 00:00:00",151,28,927,Helpless,0.99,1,0.99,4,"Alternative & Punk",34,"João Fernandes",Portugal,4,"Margaret Park"
"2021-05-05 00:00:00",152,28,928,"Mouth To Mouth",0.99,1,0.99,4,"Alternative & Punk",34,"João Fernandes",Portugal,4,"Margaret Park"
"2021-05-05 00:00:00",153,29,930,"She Loves Me Not",0.99,1,0.99,4,"Alternative & Punk",36,"Hannah Schneider",Germany,5,"Steve Johnson"
"2021-05-05 00:00:00",154,29,932,"Paths Of Glory",0.99,1,0.99,4,"Alternative & Punk",36,"Hannah Schneider",Germany,5,"Steve Johnson"
"2021-05-06 00:00:00",155,30,934,Pristina,0.99,1,0.99,4,"Alternative & Punk",38,"Niklas Schröder",Germany,3,"Jane Peacock"
"2021-05-06 00:00:00",156,30,936,Caffeine,0.99,1,0.99,4,"Alternative & Punk",38,"Niklas Schröder",Germany,3,"Jane Peacock"
"2021-05-06 00:00:00",157,30,938,RV,0.99,1,0.99,4,"Alternative & Punk",38,"Niklas Schröder",Germany,3,"Jane Peacock"
"2021-05-06 00:00:00",158,30,940,"Everything's Ruined",0.99,1,0.99,4,"Alternative & Punk",38,"Niklas Schröder",Germany,3,"Jane Peacock"
"2021-05-07 00:00:00",159,31,944,"A Small Victory",0.99,1,0.99,4,"Alternative & Punk",42,"Wyatt Girard",France,3,"Jane Peacock"
"2021-05-07 00:00:00",160,31,948,Easy,0.99,1,0.99,4,"Alternative & Punk",42,"Wyatt Girard",France,3,"Jane Peacock"
"2021-05-07 00:00:00",161,31,952,"The Gentle Art Of Making Enemies",0.99,1,0.99,1,Rock,42,"Wyatt Girard",France,3,"Jane Peacock"
"2021-05-07 00:00:00",162,31,956,"Ugly In The Morning",0.99,1,0.99,1,Rock,42,"Wyatt Girard",France,3,"Jane Peacock"
"2021-05-07 00:00:00",163,31,960,"What A Day",0.99,1,0.99,1,Rock,42,"Wyatt Girard",France,3,"Jane Peacock"
"2021-05-07 00:00:00",164,31,964,"From Out Of Nowhere",0.99,1,0.99,4,"Alternative & Punk",42,"Wyatt Girard",France,3,"Jane Peacock"
"2021-05-10 00:00:00",165,32,970,"Underwater Love",0.99,1,0.99,4,"Alternative & Punk",48,"Johannes Van der Berg",Netherlands,5,"Steve Johnson"
"2021-05-10 00:00:00",166,32,976,"Falamansa Song",0.99,1,0.99,7,Latin,48,"Johannes Van der Berg",Netherlands,5,"Steve Johnson"
"2021-05-10 00:00:00",167,32,982,Avisa,0.99,1,0.99,7,Latin,48,"Johannes Van der Berg",Netherlands,5,"Steve Johnson"
"2021-05-10 00:00:00",168,32,988,Desaforo,0.99,1,0.99,7,Latin,48,"Johannes Van der Berg",Netherlands,5,"Steve Johnson"
"2021-05-10 00:00:00",169,32,994,"The Last Song",0.99,1,0.99,1,Rock,48,"Johannes Van der Berg",Netherlands,5,"Steve Johnson"
"2021-05-10 00:00:00",170,32,1000,"What If I Do?",0.99,1,0.99,1,Rock,48,"Johannes Van der Berg",Netherlands,5,"Steve Johnson"
"2021-05-10 00:00:00",171,32,1006,"Virginia Moon",0.99,1,0.99,1,Rock,48,"Johannes Van der Berg",Netherlands,5,"Steve Johnson"
"2021-05-10 00:00:00",172,32,1012,"Times Like These",0.99,1,0.99,4,"Alternative & Punk",48,"Johannes Van der Berg",Netherlands,5,"Steve Johnson"
"2021-05-10 00:00:00",173,32,1018,"Burn Away",0.99,1,0.99,4,"Alternative & Punk",48,"Johannes Van der Berg",Netherlands,5,"Steve Johnson"
"2021-05-15 00:00:00",174,33,1027,"See You",0.99,1,0.99,1,Rock,57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",175,33,1036,"I Get A Kick Out Of You",0.99,1,0.99,12,"Easy Listening",57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",176,33,1045,"Fly Me To The Moon",0.99,1,0.99,12,"Easy Listening",57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",177,33,1054,"Mack The Knife",0.99,1,0.99,12,"Easy Listening",57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",178,33,1063,"Funk Hum",0.99,1,0.99,7,Latin,57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",179,33,1072,"Forty Days Instrumental",0.99,1,0.99,7,Latin,57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",180,33,1081,Pau-De-Arara,0.99,1,0.99,10,Soundtrack,57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",181,33,1090,"Stir It Up (Live)",0.99,1,0.99,7,Latin,57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",182,33,1099,"A Novidade (Live)",0.99,1,0.99,7,Latin,57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",183,33,1108,Realce,0.99,1,0.99,7,Latin,57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",184,33,1117,"Aquele Abraço",0.99,1,0.99,7,Latin,57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",185,33,1126,Re-Align,0.99,1,0.99,3,Metal,57,"Luis Rojas",Chile,5,"Steve Johnson"
"2021-05-15 00:00:00",186,33,1135,Holiday,0.99,1,0.99,4,"Alternative & Punk",57,"Luis Rojas",Chile,5,"Steve Johnson"
